date,datatype,station,flags,temp_c
2021-08-08,TMIN,GHCND:USW00014732,",,W,2400",19.4
2021-08-09,TMAX,GHCND:USW00014732,",,W,2400",26.7
2021-08-09,TMIN,GHCND:USW00014732,",,W,2400",21.1
2021-08-10,TMAX,GHCND:USW00014732,",,W,2400",29.4
2021-08-10,TMIN,GHCND:USW00014732,",,W,2400",22.8
2021-08-11,TMAX,GHCND:USW00014732,",,W,2400",33.3
2021-08-11,TMIN,GHCND:USW00014732,",,W,2400",24.4
2021-08-12,TMAX,GHCND:USW00014732,",,W,2400",36.7
2021-08-12,TMIN,GHCND:USW00014732,",,W,2400",25.0
2021-08-13,TMAX,GHCND:USW00014732,",,W,2400",36.7
2021-08-13,TMIN,GHCND:USW00014732,",,W,2400",26.1
2021-08-14,TMAX,GHCND:USW00014732,",,W,2400",32.8
2021-08-14,TMIN,GHCND:USW00014732,",,W,2400",25.0
2021-08-15,TMAX,GHCND:USW00014732,",,W,2400",28.9
2021-08-15,TMIN,GHCND:USW00014732,",,W,2400",21.7
2021-08-16,TMAX,GHCND:USW00014732,",,W,2400",27.8
2021-08-16,TMIN,GHCND:USW00014732,",,W,2400",21.7
2021-08-17,TMAX,GHCND:USW00014732,",,W,2400",27.8
2021-08-17,TMIN,GHCND:USW00014732,",,W,2400",23.9
2021-08-18,TMAX,GHCND:USW00014732,",,W,2400",30.0
2021-08-18,TMIN,GHCND:USW00014732,",,W,2400",24.4
2021-08-19,TMAX,GHCND:USW00014732,",,W,2400",31.7
2021-08-19,TMIN,GHCND:USW00014732,",,W,2400",25.0
2021-08-20,TMAX,GHCND:USW00014732,",,W,2400",28.3
2021-08-20,TMIN,GHCND:USW00014732,",,W,2400",25.0
2021-08-21,TMAX,GHCND:USW00014732,",,W,2400",28.9
2021-08-21,TMIN,GHCND:USW00014732,",,W,2400",23.9
2021-08-22,TMAX,GHCND:USW00014732,",,W,2400",25.0
2021-08-22,TMIN,GHCND:USW00014732,",,W,2400",22.2
2021-08-23,TMAX,GHCND:USW00014732,",,W,2400",29.4
2021-08-23,TMIN,GHCND:USW00014732,",,W,2400",22.8
2021-08-24,TMAX,GHCND:USW00014732,",,W,2400",33.3
2021-08-24,TMIN,GHCND:USW00014732,",,W,2400",24.4
2021-08-25,TMAX,GHCND:USW00014732,",,W,2400",34.4
2021-08-25,TMIN,GHCND:USW00014732,",,W,2400",23.9
2021-08-26,TMAX,GHCND:USW00014732,",,W,2400",34.4
2021-08-26,TMIN,GHCND:USW00014732,",,W,2400",27.2
2021-08-27,TMAX,GHCND:USW00014732,",,W,2400",33.9
2021-08-27,TMIN,GHCND:USW00014732,",,W,2400",24.4
2021-08-28,TMAX,GHCND:USW00014732,",,W,2400",27.2
2021-08-28,TMIN,GHCND:USW00014732,",,W,2400",20.0
2021-08-29,TMAX,GHCND:USW00014732,",,W,2400",24.4
2021-08-29,TMIN,GHCND:USW00014732,",,W,2400",20.0
2021-08-30,TMAX,GHCND:USW00014732,",,W,2400",30.6
2021-08-30,TMIN,GHCND:USW00014732,",,W,2400",23.3
2021-08-31,TMAX,GHCND:USW00014732,",,W,2400",30.6
2021-08-31,TMIN,GHCND:USW00014732,",,W,2400",24.4
2021-09-01,TMAX,GHCND:USW00014732,",,W,2400",26.7
2021-09-01,TMIN,GHCND:USW00014732,",,W,2400",18.3
2021-09-02,TMAX,GHCND:USW00014732,",,W,2400",25.6
2021-09-02,TMIN,GHCND:USW00014732,",,W,2400",17.2
2021-09-03,TMAX,GHCND:USW00014732,",,W,2400",24.4
2021-09-03,TMIN,GHCND:USW00014732,",,W,2400",16.7
2021-09-04,TMAX,GHCND:USW00014732,",,W,2400",27.2
2021-09-04,TMIN,GHCND:USW00014732,",,W,2400",18.3
2021-09-05,TMAX,GHCND:USW00014732,",,W,2400",24.4
2021-09-05,TMIN,GHCND:USW00014732,",,W,2400",20.6
2021-09-06,TMAX,GHCND:USW00014732,",,W,2400",29.4
2021-09-06,TMIN,GHCND:USW00014732,",,W,2400",21.7
2021-09-07,TMAX,GHCND:USW00014732,",,W,2400",28.3
2021-09-07,TMIN,GHCND:USW00014732,",,W,2400",20.0
2021-09-08,TMAX,GHCND:USW00014732,",,W,2400",30.0
2021-09-08,TMIN,GHCND:USW00014732,",,W,2400",22.8
2021-09-09,TMAX,GHCND:USW00014732,",,W,2400",25.0
2021-09-09,TMIN,GHCND:USW00014732,",,W,2400",20.0
2021-09-10,TMAX,GHCND:USW00014732,",,W,2400",24.4
2021-09-10,TMIN,GHCND:USW00014732,",,W,2400",18.9
2021-09-11,TMAX,GHCND:USW00014732,",,W,2400",26.7
2021-09-11,TMIN,GHCND:USW00014732,",,W,2400",17.8
2021-09-12,TMAX,GHCND:USW00014732,",,W,2400",29.4
2021-09-12,TMIN,GHCND:USW00014732,",,W,2400",20.0
2021-09-13,TMAX,GHCND:USW00014732,",,W,2400",30.0
2021-09-13,TMIN,GHCND:USW00014732,",,W,2400",21.7
2021-09-14,TMAX,GHCND:USW00014732,",,W,2400",27.2
2021-09-14,TMIN,GHCND:USW00014732,",,W,2400",21.1
2021-09-15,TMAX,GHCND:USW00014732,",,W,2400",31.1
2021-09-15,TMIN,GHCND:USW00014732,",,W,2400",22.8
2021-09-16,TMAX,GHCND:USW00014732,",,W,2400",25.0
2021-09-16,TMIN,GHCND:USW00014732,",,W,2400",22.2
2021-09-17,TMAX,GHCND:USW00014732,",,W,2400",23.9
2021-09-17,TMIN,GHCND:USW00014732,",,W,2400",21.1
2021-09-18,TMAX,GHCND:USW00014732,",,W,2400",30.0
2021-09-18,TMIN,GHCND:USW00014732,",,W,2400",21.1
2021-09-19,TMAX,GHCND:USW00014732,",,W,2400",25.6
2021-09-19,TMIN,GHCND:USW00014732,",,W,2400",19.4
2021-09-20,TMAX,GHCND:USW00014732,",,W,2400",24.4
2021-09-20,TMIN,GHCND:USW00014732,",,W,2400",17.8
2021-09-21,TMAX,GHCND:USW00014732,",,W,2400",25.0
2021-09-21,TMIN,GHCND:USW00014732,",,W,2400",17.8
2021-09-22,TMAX,GHCND:USW00014732,",,W,2400",28.3
2021-09-22,TMIN,GHCND:USW00014732,",,W,2400",22.2
2021-09-23,TMAX,GHCND:USW00014732,",,W,2400",28.3
2021-09-23,TMIN,GHCND:USW00014732,",,W,2400",18.3
2021-09-24,TMAX,GHCND:USW00014732,",,W,2400",24.4
2021-09-24,TMIN,GHCND:USW00014732,",,W,2400",15.6
2021-09-25,TMAX,GHCND:USW00014732,",,W,2400",25.0
2021-09-25,TMIN,GHCND:USW00014732,",,W,2400",17.2
2021-09-26,TMAX,GHCND:USW00014732,",,W,2400",23.3
2021-09-26,TMIN,GHCND:USW00014732,",,W,2400",17.8
2021-09-27,TMAX,GHCND:USW00014732,",,W,2400",27.8
2021-09-27,TMIN,GHCND:USW00014732,",,W,2400",18.3
2021-09-28,TMAX,GHCND:USW00014732,",,W,2400",23.9
2021-09-28,TMIN,GHCND:USW00014732,",,W,2400",17.2
2021-09-29,TMAX,GHCND:USW00014732,",,W,2400",21.1
2021-09-29,TMIN,GHCND:USW00014732,",,W,2400",13.3
2021-09-30,TMAX,GHCND:USW00014732,",,W,2400",20.0
2021-09-30,TMIN,GHCND:USW00014732,",,W,2400",14.4
2021-10-01,TMAX,GHCND:USW00014732,",,W,2400",21.1
2021-10-01,TMIN,GHCND:USW00014732,",,W,2400",12.2
2021-10-02,TMAX,GHCND:USW00014732,",,W,2400",25.0
2021-10-02,TMIN,GHCND:USW00014732,",,W,2400",15.0
2021-10-03,TMAX,GHCND:USW00014732,",,W,2400",27.2
2021-10-03,TMIN,GHCND:USW00014732,",,W,2400",17.2
2021-10-04,TMAX,GHCND:USW00014732,",,W,2400",23.3
2021-10-04,TMIN,GHCND:USW00014732,",,W,2400",17.2
2021-10-05,TMAX,GHCND:USW00014732,",,W,2400",18.9
2021-10-05,TMIN,GHCND:USW00014732,",,W,2400",16.1
2021-10-06,TMAX,GHCND:USW00014732,",,W,2400",21.7
2021-10-06,TMIN,GHCND:USW00014732,",,W,2400",16.7
2021-10-07,TMAX,GHCND:USW00014732,",,W,2400",25.6
2021-10-07,TMIN,GHCND:USW00014732,",,W,2400",17.8
2021-10-08,TMAX,GHCND:USW00014732,",,W,2400",24.4
2021-10-08,TMIN,GHCND:USW00014732,",,W,2400",18.3
2021-10-09,TMAX,GHCND:USW00014732,",,W,2400",21.1
2021-10-09,TMIN,GHCND:USW00014732,",,W,2400",16.1
2021-10-10,TMAX,GHCND:USW00014732,",,W,2400",20.6
2021-10-10,TMIN,GHCND:USW00014732,",,W,2400",17.2
2021-10-11,TMAX,GHCND:USW00014732,",,W,2400",22.8
2021-10-11,TMIN,GHCND:USW00014732,",,W,2400",17.8
2021-10-12,TMAX,GHCND:USW00014732,",,W,2400",21.7
2021-10-12,TMIN,GHCND:USW00014732,",,W,2400",17.2
2021-10-13,TMAX,GHCND:USW00014732,",,W,2400",21.7
2021-10-13,TMIN,GHCND:USW00014732,",,W,2400",18.3
2021-10-14,TMAX,GHCND:USW00014732,",,W,2400",26.1
2021-10-14,TMIN,GHCND:USW00014732,",,W,2400",18.9
2021-10-15,TMAX,GHCND:USW00014732,",,W,2400",28.3
2021-10-15,TMIN,GHCND:USW00014732,",,W,2400",19.4
2021-10-16,TMAX,GHCND:USW00014732,",,W,2400",25.0
2021-10-16,TMIN,GHCND:USW00014732,",,W,2400",15.6
2021-10-17,TMAX,GHCND:USW00014732,",,W,2400",18.3
2021-10-17,TMIN,GHCND:USW00014732,",,W,2400",12.8
2021-10-18,TMAX,GHCND:USW00014732,",,W,2400",16.7
2021-10-18,TMIN,GHCND:USW00014732,",,W,2400",11.1
2021-10-19,TMAX,GHCND:USW00014732,",,W,2400",20.6
2021-10-19,TMIN,GHCND:USW00014732,",,W,2400",10.6
2021-10-20,TMAX,GHCND:USW00014732,",,W,2400",26.7
2021-10-20,TMIN,GHCND:USW00014732,",,W,2400",15.6
2021-10-21,TMAX,GHCND:USW00014732,",,W,2400",25.0
2021-10-21,TMIN,GHCND:USW00014732,",,W,2400",16.7
2021-10-22,TMAX,GHCND:USW00014732,",,W,2400",22.2
2021-10-22,TMIN,GHCND:USW00014732,",,W,2400",15.0
2021-10-23,TMAX,GHCND:USW00014732,",,W,2400",16.1
2021-10-23,TMIN,GHCND:USW00014732,",,W,2400",10.6
2021-10-24,TMAX,GHCND:USW00014732,",,W,2400",16.1
2021-10-24,TMIN,GHCND:USW00014732,",,W,2400",10.6
2021-10-25,TMAX,GHCND:USW00014732,",,W,2400",23.9
2021-10-25,TMIN,GHCND:USW00014732,",,W,2400",14.4
2021-10-26,TMAX,GHCND:USW00014732,",,W,2400",17.8
2021-10-26,TMIN,GHCND:USW00014732,",,W,2400",13.9
2021-10-27,TMAX,GHCND:USW00014732,",,W,2400",16.7
2021-10-27,TMIN,GHCND:USW00014732,",,W,2400",12.8
2021-10-28,TMAX,GHCND:USW00014732,",,W,2400",15.0
2021-10-28,TMIN,GHCND:USW00014732,",,W,2400",10.0
2021-10-29,TMAX,GHCND:USW00014732,",,W,2400",14.4
2021-10-29,TMIN,GHCND:USW00014732,",,W,2400",9.4
2021-10-30,TMAX,GHCND:USW00014732,",,W,2400",20.0
2021-10-30,TMIN,GHCND:USW00014732,",,W,2400",13.3
2021-10-31,TMAX,GHCND:USW00014732,",,W,2400",19.4
2021-10-31,TMIN,GHCND:USW00014732,",,W,2400",13.9
2021-11-01,TMAX,GHCND:USW00014732,",,W,2400",16.7
2021-11-01,TMIN,GHCND:USW00014732,",,W,2400",12.2
2021-11-02,TMAX,GHCND:USW00014732,",,W,2400",12.8
2021-11-02,TMIN,GHCND:USW00014732,",,W,2400",8.9
2021-11-03,TMAX,GHCND:USW00014732,",,W,2400",12.8
2021-11-03,TMIN,GHCND:USW00014732,",,W,2400",7.2
2021-11-04,TMAX,GHCND:USW00014732,",,W,2400",11.1
2021-11-04,TMIN,GHCND:USW00014732,",,W,2400",5.6
2021-11-05,TMAX,GHCND:USW00014732,",,W,2400",11.7
2021-11-05,TMIN,GHCND:USW00014732,",,W,2400",5.6
2021-11-06,TMAX,GHCND:USW00014732,",,W,2400",12.2
2021-11-06,TMIN,GHCND:USW00014732,",,W,2400",6.7
2021-11-07,TMAX,GHCND:USW00014732,",,W,2400",13.9
2021-11-07,TMIN,GHCND:USW00014732,",,W,2400",6.1
2021-11-08,TMAX,GHCND:USW00014732,",,W,2400",18.9
2021-11-08,TMIN,GHCND:USW00014732,",,W,2400",9.4
2021-11-09,TMAX,GHCND:USW00014732,",,W,2400",22.2
2021-11-09,TMIN,GHCND:USW00014732,",,W,2400",10.6
2021-11-10,TMAX,GHCND:USW00014732,",,W,2400",18.9
2021-11-10,TMIN,GHCND:USW00014732,",,W,2400",11.7
2021-11-11,TMAX,GHCND:USW00014732,",,W,2400",16.7
2021-11-11,TMIN,GHCND:USW00014732,",,W,2400",7.8
2021-11-12,TMAX,GHCND:USW00014732,",,W,2400",20.6
2021-11-12,TMIN,GHCND:USW00014732,",,W,2400",13.3
2021-11-13,TMAX,GHCND:USW00014732,",,W,2400",17.8
2021-11-13,TMIN,GHCND:USW00014732,",,W,2400",6.1
2021-11-14,TMAX,GHCND:USW00014732,",,W,2400",9.4
2021-11-14,TMIN,GHCND:USW00014732,",,W,2400",5.6
2021-11-15,TMAX,GHCND:USW00014732,",,W,2400",10.0
2021-11-15,TMIN,GHCND:USW00014732,",,W,2400",5.6
2021-11-16,TMAX,GHCND:USW00014732,",,W,2400",10.6
2021-11-16,TMIN,GHCND:USW00014732,",,W,2400",4.4
2021-11-17,TMAX,GHCND:USW00014732,",,W,2400",14.4
2021-11-17,TMIN,GHCND:USW00014732,",,W,2400",4.4
2021-11-18,TMAX,GHCND:USW00014732,",,W,2400",21.1
2021-11-18,TMIN,GHCND:USW00014732,",,W,2400",9.4
2021-11-19,TMAX,GHCND:USW00014732,",,W,2400",10.0
2021-11-19,TMIN,GHCND:USW00014732,",,W,2400",5.6
2021-11-20,TMAX,GHCND:USW00014732,",,W,2400",8.9
2021-11-20,TMIN,GHCND:USW00014732,",,W,2400",3.9
2021-11-21,TMAX,GHCND:USW00014732,",,W,2400",13.9
2021-11-21,TMIN,GHCND:USW00014732,",,W,2400",8.3
2021-11-22,TMAX,GHCND:USW00014732,",,W,2400",13.9
2021-11-22,TMIN,GHCND:USW00014732,",,W,2400",3.3
2021-11-23,TMAX,GHCND:USW00014732,",,W,2400",6.7
2021-11-23,TMIN,GHCND:USW00014732,",,W,2400",1.7
2021-11-24,TMAX,GHCND:USW00014732,",,W,2400",8.3
2021-11-24,TMIN,GHCND:USW00014732,",,W,2400",0.6
2021-11-25,TMAX,GHCND:USW00014732,",,W,2400",13.9
2021-11-25,TMIN,GHCND:USW00014732,",,W,2400",5.0
2021-11-26,TMAX,GHCND:USW00014732,",,W,2400",10.6
2021-11-26,TMIN,GHCND:USW00014732,",,W,2400",3.3
2021-11-27,TMAX,GHCND:USW00014732,",,W,2400",5.6
2021-11-27,TMIN,GHCND:USW00014732,",,W,2400",2.2
2021-11-28,TMAX,GHCND:USW00014732,",,W,2400",6.7
2021-11-28,TMIN,GHCND:USW00014732,",,W,2400",1.1
2021-11-29,TMAX,GHCND:USW00014732,",,W,2400",6.1
2021-11-29,TMIN,GHCND:USW00014732,",,W,2400",1.7
2021-11-30,TMAX,GHCND:USW00014732,",,W,2400",6.1
2021-11-30,TMIN,GHCND:USW00014732,",,W,2400",1.1
2021-12-01,TMAX,GHCND:USW00014732,",,W,2400",10.0
2021-12-01,TMIN,GHCND:USW00014732,",,W,2400",6.1
2021-12-02,TMAX,GHCND:USW00014732,",,W,2400",15.6
2021-12-02,TMIN,GHCND:USW00014732,",,W,2400",7.8
2021-12-03,TMAX,GHCND:USW00014732,",,W,2400",10.0
2021-12-03,TMIN,GHCND:USW00014732,",,W,2400",4.4
2021-12-04,TMAX,GHCND:USW00014732,",,W,2400",9.4
2021-12-04,TMIN,GHCND:USW00014732,",,W,2400",3.9
2021-12-05,TMAX,GHCND:USW00014732,",,W,2400",9.4
2021-12-05,TMIN,GHCND:USW00014732,",,W,2400",5.6
2021-12-06,TMAX,GHCND:USW00014732,",,W,2400",16.1
2021-12-06,TMIN,GHCND:USW00014732,",,W,2400",7.8
2021-12-07,TMAX,GHCND:USW00014732,",,W,2400",7.2
2021-12-07,TMIN,GHCND:USW00014732,",,W,2400",3.9
2021-12-08,TMAX,GHCND:USW00014732,",,W,2400",6.1
2021-12-08,TMIN,GHCND:USW00014732,",,W,2400",2.2
2021-12-09,TMAX,GHCND:USW00014732,",,W,2400",4.4
2021-12-09,TMIN,GHCND:USW00014732,",,W,2400",1.1
2021-12-10,TMAX,GHCND:USW00014732,",,W,2400",10.6
2021-12-10,TMIN,GHCND:USW00014732,",,W,2400",4.4
2021-12-11,TMAX,GHCND:USW00014732,",,W,2400",19.4
2021-12-11,TMIN,GHCND:USW00014732,",,W,2400",7.2
2021-12-12,TMAX,GHCND:USW00014732,",,W,2400",15.0
2021-12-12,TMIN,GHCND:USW00014732,",,W,2400",6.7
2021-12-13,TMAX,GHCND:USW00014732,",,W,2400",12.2
2021-12-13,TMIN,GHCND:USW00014732,",,W,2400",5.6
2021-12-14,TMAX,GHCND:USW00014732,",,W,2400",12.2
2021-12-14,TMIN,GHCND:USW00014732,",,W,2400",6.7
2021-12-15,TMAX,GHCND:USW00014732,",,W,2400",12.8
2021-12-15,TMIN,GHCND:USW00014732,",,W,2400",4.4
2021-12-16,TMAX,GHCND:USW00014732,",,W,2400",17.2
2021-12-16,TMIN,GHCND:USW00014732,",,W,2400",12.8
2021-12-17,TMAX,GHCND:USW00014732,",,W,2400",16.7
2021-12-17,TMIN,GHCND:USW00014732,",,W,2400",10.0
2021-12-18,TMAX,GHCND:USW00014732,",,W,2400",10.0
2021-12-18,TMIN,GHCND:USW00014732,",,W,2400",4.4
2021-12-19,TMAX,GHCND:USW00014732,",,W,2400",7.2
2021-12-19,TMIN,GHCND:USW00014732,",,W,2400",-0.5
2021-12-20,TMAX,GHCND:USW00014732,",,W,2400",3.3
2021-12-20,TMIN,GHCND:USW00014732,",,W,2400",-2.7
2021-12-21,TMAX,GHCND:USW00014732,",,W,2400",6.1
2021-12-21,TMIN,GHCND:USW00014732,",,W,2400",0.6
2021-12-22,TMAX,GHCND:USW00014732,",,W,2400",8.9
2021-12-22,TMIN,GHCND:USW00014732,",,W,2400",1.7
2021-12-23,TMAX,GHCND:USW00014732,",,W,2400",2.8
2021-12-23,TMIN,GHCND:USW00014732,",,W,2400",0.0
2021-12-24,TMAX,GHCND:USW00014732,",,W,2400",3.9
2021-12-24,TMIN,GHCND:USW00014732,",,W,2400",-0.5
2021-12-25,TMAX,GHCND:USW00014732,",,W,2400",10.6
2021-12-25,TMIN,GHCND:USW00014732,",,W,2400",2.2
2021-12-26,TMAX,GHCND:USW00014732,",,W,2400",11.1
2021-12-26,TMIN,GHCND:USW00014732,",,W,2400",5.0
2021-12-27,TMAX,GHCND:USW00014732,",,W,2400",5.0
2021-12-27,TMIN,GHCND:USW00014732,",,W,2400",1.7
2021-12-28,TMAX,GHCND:USW00014732,",,W,2400",8.9
2021-12-28,TMIN,GHCND:USW00014732,",,W,2400",2.8
2021-12-29,TMAX,GHCND:USW00014732,",,W,2400",6.7
2021-12-29,TMIN,GHCND:USW00014732,",,W,2400",5.6
2021-12-30,TMAX,GHCND:USW00014732,",,W,2400",9.4
2021-12-30,TMIN,GHCND:USW00014732,",,W,2400",6.1
2021-12-31,TMAX,GHCND:USW00014732,",,W,2400",12.8
2021-12-31,TMIN,GHCND:USW00014732,",,W,2400",8.9
2022-01-01,TMAX,GHCND:USW00014732,",,W,2400",13.9
2022-01-01,TMIN,GHCND:USW00014732,",,W,2400",10.0
2022-01-02,TMAX,GHCND:USW00014732,",,W,2400",15.6
2022-01-02,TMIN,GHCND:USW00014732,",,W,2400",3.9
2022-01-03,TMAX,GHCND:USW00014732,",,W,2400",3.9
2022-01-03,TMIN,GHCND:USW00014732,",,W,2400",-4.3
2022-01-04,TMAX,GHCND:USW00014732,",,W,2400",2.2
2022-01-04,TMIN,GHCND:USW00014732,",,W,2400",-6.0
2022-01-05,TMAX,GHCND:USW00014732,",,W,2400",8.9
2022-01-05,TMIN,GHCND:USW00014732,",,W,2400",0.0
2022-01-06,TMAX,GHCND:USW00014732,",,W,2400",6.1
2022-01-06,TMIN,GHCND:USW00014732,",,W,2400",2.2
2022-01-07,TMAX,GHCND:USW00014732,",,W,2400",2.2
2022-01-07,TMIN,GHCND:USW00014732,",,W,2400",-2.1
2022-01-08,TMAX,GHCND:USW00014732,",,W,2400",0.0
2022-01-08,TMIN,GHCND:USW00014732,",,W,2400",-4.9
2022-01-09,TMAX,GHCND:USW00014732,",,W,2400",5.6
2022-01-09,TMIN,GHCND:USW00014732,",,W,2400",-1.0
2022-01-10,TMAX,GHCND:USW00014732,",,W,2400",5.6
2022-01-10,TMIN,GHCND:USW00014732,",,W,2400",-3.2
2022-01-11,TMAX,GHCND:USW00014732,",,W,2400",-3.2
2022-01-11,TMIN,GHCND:USW00014732,",,W,2400",-8.2
2022-01-12,TMAX,GHCND:USW00014732,",,W,2400",5.6
2022-01-12,TMIN,GHCND:USW00014732,",,W,2400",-6.6
2022-01-13,TMAX,GHCND:USW00014732,",,W,2400",7.8
2022-01-13,TMIN,GHCND:USW00014732,",,W,2400",0.6
2022-01-14,TMAX,GHCND:USW00014732,",,W,2400",6.1
2022-01-14,TMIN,GHCND:USW00014732,",,W,2400",-5.5
2022-01-15,TMAX,GHCND:USW00014732,",,W,2400",-5.5
2022-01-15,TMIN,GHCND:USW00014732,",,W,2400",-10.5
2022-01-16,TMAX,GHCND:USW00014732,",,W,2400",4.4
2022-01-16,TMIN,GHCND:USW00014732,",,W,2400",-12.1
