Airport.Code,City,State,Airport,Month,MonthNumber,Quarter,Year,Date,Carrier Delays Count,Late Aircraft Delays Count,National Aviation System Delays Count,Security Delays Count,Weather Delays Count,Carriers.Total,Flights Cancelled Count,Flights Delayed Count,Flights Diverted Count,Flights On Time Count,Flights Total Count,Minutes Delayed Carrier,Minutes Delayed Late Aircraft,Minutes Delayed.National Aviation System,Minutes Delayed Security,Minutes Delayed Weather,Minutes Delayed Total
TPA,Tampa, FL, Tampa International,December,12,Q4,2014,41974,459,401,286,1,17,9,12,1166,6,4592,5776,22726,22504,10439,34,1474,57177
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,January,1,Q1,2015,42005,1231,1422,1539,5,133,11,287,4331,33,24841,29492,97521,88061,61602,382,11844,259410
BOS,Boston, MA, Logan International,January,1,Q1,2015,42005,545,691,651,2,83,11,658,1970,10,6203,8841,29137,42850,24843,105,5354,102289
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,January,1,Q1,2015,42005,394,550,290,1,31,11,163,1266,12,5472,6913,18380,30059,10444,42,2551,61476
CLT,Charlotte, NC, Charlotte Douglas International,January,1,Q1,2015,42005,455,386,616,4,41,9,165,1500,6,7680,9351,23662,20945,19183,131,3463,67384
DCA,Washington, DC, Ronald Reagan Washington National,January,1,Q1,2015,42005,365,371,428,4,52,12,306,1221,12,5141,6680,19918,23138,17543,150,3569,64318
DEN,Denver, CO, Denver International,January,1,Q1,2015,42005,1002,1485,1290,4,104,11,295,3885,31,12848,17059,64939,102388,53802,128,8804,230061
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,January,1,Q1,2015,42005,1231,2232,1687,13,130,11,570,5293,13,17297,23173,114983,147992,62445,656,10188,336264
DTW,Detroit, MI, Detroit Metro Wayne County,January,1,Q1,2015,42005,471,622,540,1,68,12,213,1704,3,7548,9468,34768,42115,21955,71,5615,104524
EWR,Newark, NJ, Newark Liberty International,January,1,Q1,2015,42005,459,595,751,3,58,9,674,1865,10,6156,8705,27387,39449,40936,133,3933,111838
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,January,1,Q1,2015,42005,446,397,516,5,52,10,149,1414,5,5602,7170,21933,24327,21557,143,2822,70782
IAD,Washington, DC, Washington Dulles International,January,1,Q1,2015,42005,255,319,248,1,33,9,88,855,7,2750,3700,15600,24397,11031,48,1917,52993
JFK,New York, NY, John F. Kennedy International,January,1,Q1,2015,42005,434,616,902,2,53,8,469,2009,10,5973,8461,28916,42013,44585,204,4135,119853
LAS,Las Vegas, NV, McCarran International,January,1,Q1,2015,42005,554,803,494,3,72,12,94,1924,11,9585,11614,28848,43895,23202,125,4972,101042
LAX,Los Angeles, CA, Los Angeles International,January,1,Q1,2015,42005,901,1187,815,6,115,13,260,3024,21,14027,17332,56048,74389,26577,394,7030,164438
LGA,New York, NY, LaGuardia,January,1,Q1,2015,42005,519,641,1368,4,85,12,848,2616,50,5998,9512,32828,45781,72352,222,5983,157166
MCO,Orlando, FL, Orlando International,January,1,Q1,2015,42005,658,692,657,4,64,11,188,2074,10,7803,10075,37968,45910,26669,141,5256,115944
MDW,Chicago, IL, Chicago Midway International,January,1,Q1,2015,42005,353,525,321,3,40,5,210,1240,63,5233,6746,19597,28595,11912,72,3252,63428
MIA,Miami, FL, Miami International,January,1,Q1,2015,42005,424,436,522,3,63,7,133,1448,22,5090,6693,25878,31780,19966,202,4477,82303
MSP,Minneapolis, MN, Minneapolis-St Paul International,January,1,Q1,2015,42005,452,518,542,3,60,11,118,1578,5,7205,8906,35761,36430,19894,43,5484,97612
ORD,Chicago, IL, Chicago O'Hare International,January,1,Q1,2015,42005,1181,2439,2787,7,136,12,1218,6551,20,15726,23515,90489,187288,153149,338,13886,445150
PDX,Portland, OR, Portland International,January,1,Q1,2015,42005,239,249,126,0,19,12,19,632,13,2972,3636,12810,15198,4450,0,1445,33903
PHL,Philadelphia, PA, Philadelphia International,January,1,Q1,2015,42005,317,313,643,1,42,10,310,1314,11,4149,5784,17951,21060,30691,37,3217,72956
PHX,Phoenix, AZ, Phoenix Sky Harbor International,January,1,Q1,2015,42005,694,711,722,7,90,12,115,2226,15,10764,13120,41185,40856,37450,332,7669,127496
SAN,San Diego, CA, San Diego International,January,1,Q1,2015,42005,352,485,167,1,25,12,47,1030,2,5005,6084,15608,26486,5519,26,2089,49728
SEA,Seattle, WA, Seattle/Tacoma International,January,1,Q1,2015,42005,425,566,475,0,79,11,67,1544,42,6773,8426,23183,36884,16718,7,6956,83748
SFO,San Francisco, CA, San Francisco International,January,1,Q1,2015,42005,643,986,1116,1,99,11,307,2850,36,9690,12883,38996,68063,62761,107,6856,176783
SLC,Salt Lake City, UT, Salt Lake City International,January,1,Q1,2015,42005,376,479,289,2,45,10,76,1191,5,7354,8626,24355,29169,9708,60,3734,67026
TPA,Tampa, FL, Tampa International,January,1,Q1,2015,42005,390,343,345,2,39,9,100,1118,2,4746,5966,19663,23171,15704,77,2415,61030
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,February,2,Q1,2015,42036,1342,1742,1301,1,273,11,1004,4662,19,21681,27366,112780,109867,60092,40,35497,318276
BOS,Boston, MA, Logan International,February,2,Q1,2015,42036,617,904,1104,0,115,11,1123,2739,20,4501,8383,39990,67115,61717,45,10225,179092
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,February,2,Q1,2015,42036,358,499,237,1,58,10,341,1152,29,4715,6237,19109,27873,9524,37,4734,61277
CLT,Charlotte, NC, Charlotte Douglas International,February,2,Q1,2015,42036,456,436,535,2,74,9,503,1503,11,6282,8299,29049,25098,21093,89,7378,82707
DCA,Washington, DC, Ronald Reagan Washington National,February,2,Q1,2015,42036,407,438,434,2,82,12,545,1365,19,4303,6232,23155,25336,17879,60,7900,74330
DEN,Denver, CO, Denver International,February,2,Q1,2015,42036,899,1266,1389,1,187,11,408,3742,41,11447,15638,56283,84652,62810,30,14963,218738
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,February,2,Q1,2015,42036,952,1555,1398,11,176,11,2077,4092,25,14645,20839,82079,110272,65006,394,19296,277047
DTW,Detroit, MI, Detroit Metro Wayne County,February,2,Q1,2015,42036,554,749,642,2,95,12,411,2039,10,6307,8767,43845,55327,27252,85,10942,137451
EWR,Newark, NJ, Newark Liberty International,February,2,Q1,2015,42036,487,545,674,1,80,10,641,1787,10,5641,8079,27246,36346,31518,60,6586,101756
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,February,2,Q1,2015,42036,558,490,562,6,89,10,212,1706,8,4771,6697,33346,35012,23973,176,7995,100502
IAD,Washington, DC, Washington Dulles International,February,2,Q1,2015,42036,198,230,195,1,32,9,140,656,7,2195,2998,10937,18260,9123,38,1700,40058
JFK,New York, NY, John F. Kennedy International,February,2,Q1,2015,42036,518,857,701,5,48,8,488,2131,46,5070,7735,39165,68486,39531,367,5521,153070
LAS,Las Vegas, NV, McCarran International,February,2,Q1,2015,42036,571,804,608,3,90,12,163,2073,7,8323,10566,32574,48669,27937,60,8299,117539
LAX,Los Angeles, CA, Los Angeles International,February,2,Q1,2015,42036,916,1078,1161,6,216,13,354,3377,35,11998,15764,61886,72348,46354,284,15813,196685
LGA,New York, NY, LaGuardia,February,2,Q1,2015,42036,638,818,1512,6,145,12,1050,3123,64,4708,8945,41769,56927,78416,272,12895,190279
MCO,Orlando, FL, Orlando International,February,2,Q1,2015,42036,751,662,718,4,107,11,281,2244,7,6701,9233,46963,46383,31154,214,8888,133602
MDW,Chicago, IL, Chicago Midway International,February,2,Q1,2015,42036,346,393,330,1,42,5,438,1111,23,4472,6044,17490,22771,11656,19,3125,55061
MIA,Miami, FL, Miami International,February,2,Q1,2015,42036,413,353,495,2,81,6,188,1345,23,4444,6000,29120,26990,19284,94,7742,83230
MSP,Minneapolis, MN, Minneapolis-St Paul International,February,2,Q1,2015,42036,506,595,493,0,97,11,178,1688,6,6343,8215,38137,41584,18220,12,8997,106950
ORD,Chicago, IL, Chicago O'Hare International,February,2,Q1,2015,42036,1161,2522,2689,2,232,12,1747,6606,35,13426,21814,92645,181761,136184,54,26912,437556
PDX,Portland, OR, Portland International,February,2,Q1,2015,42036,182,225,121,0,20,12,29,549,1,2615,3194,9812,15105,4138,30,1732,30817
PHL,Philadelphia, PA, Philadelphia International,February,2,Q1,2015,42036,368,351,389,1,37,11,246,1145,20,3798,5209,20450,21938,16583,30,2264,61265
PHX,Phoenix, AZ, Phoenix Sky Harbor International,February,2,Q1,2015,42036,670,716,634,4,105,11,187,2128,30,9562,11907,38069,42494,29280,157,13378,123378
SAN,San Diego, CA, San Diego International,February,2,Q1,2015,42036,393,458,212,0,57,12,105,1119,9,4245,5478,18106,25383,8286,0,5157,56932
SEA,Seattle, WA, Seattle/Tacoma International,February,2,Q1,2015,42036,346,454,364,3,47,11,76,1213,10,6423,7722,19199,29545,11538,69,3889,64240
SFO,San Francisco, CA, San Francisco International,February,2,Q1,2015,42036,609,831,1348,3,140,11,370,2929,36,8220,11555,40202,59666,92381,54,10099,202402
SLC,Salt Lake City, UT, Salt Lake City International,February,2,Q1,2015,42036,371,431,246,2,58,10,66,1108,3,6689,7866,22900,26711,9260,86,5811,64768
TPA,Tampa, FL, Tampa International,February,2,Q1,2015,42036,439,388,334,0,48,9,155,1206,1,4095,5457,25223,26455,14785,30,4638,71131
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,March,3,Q1,2015,42064,1496,2025,1533,5,121,11,298,5181,23,27273,32775,119219,118541,50075,170,15085,303090
BOS,Boston, MA, Logan International,March,3,Q1,2015,42064,697,837,638,1,60,11,238,2232,28,7482,9980,37767,59425,33080,105,6230,136607
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,March,3,Q1,2015,42064,417,567,259,3,23,10,342,1271,28,6122,7763,20239,31931,8924,86,1691,62871
CLT,Charlotte, NC, Charlotte Douglas International,March,3,Q1,2015,42064,423,446,644,3,33,8,125,1548,6,7704,9383,21933,26950,20970,179,3493,73525
DCA,Washington, DC, Ronald Reagan Washington National,March,3,Q1,2015,42064,441,432,436,2,29,12,362,1340,33,5269,7004,23562,26595,17868,81,2137,70243
DEN,Denver, CO, Denver International,March,3,Q1,2015,42064,896,1322,868,6,64,11,173,3156,25,15263,18617,55010,87448,35901,135,6690,185184
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,March,3,Q1,2015,42064,1253,2136,1365,3,109,11,1199,4866,18,17125,23208,104344,138102,51921,82,12376,306825
DTW,Detroit, MI, Detroit Metro Wayne County,March,3,Q1,2015,42064,481,729,497,3,30,12,174,1738,6,8361,10279,34549,49575,18016,53,3539,105732
EWR,Newark, NJ, Newark Liberty International,March,3,Q1,2015,42064,538,590,867,0,35,10,563,2035,29,6939,9566,35577,43467,51489,42,2264,132843
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,March,3,Q1,2015,42064,574,550,474,6,41,10,128,1645,9,6006,7788,33271,36944,20687,209,4765,95876
IAD,Washington, DC, Washington Dulles International,March,3,Q1,2015,42064,195,197,141,0,12,10,82,548,2,2401,3033,10685,14361,6632,0,997,32675
JFK,New York, NY, John F. Kennedy International,March,3,Q1,2015,42064,466,742,1120,3,45,8,406,2379,57,5999,8841,31595,59472,92133,152,5728,189080
LAS,Las Vegas, NV, McCarran International,March,3,Q1,2015,42064,654,861,595,4,60,12,96,2173,18,10108,12395,35549,50665,30497,136,5586,122433
LAX,Los Angeles, CA, Los Angeles International,March,3,Q1,2015,42064,979,1256,1957,6,137,13,196,4338,37,13435,18006,63609,78580,80613,225,10373,233400
LGA,New York, NY, LaGuardia,March,3,Q1,2015,42064,667,705,1594,2,85,12,747,3051,97,6254,10149,48947,49593,88462,112,8310,195424
MCO,Orlando, FL, Orlando International,March,3,Q1,2015,42064,846,782,706,2,61,11,150,2398,9,8734,11291,50235,55203,27576,143,6409,139566
MDW,Chicago, IL, Chicago Midway International,March,3,Q1,2015,42064,404,518,268,1,49,5,275,1240,60,5866,7441,20729,29080,11405,30,5395,66639
MIA,Miami, FL, Miami International,March,3,Q1,2015,42064,469,439,456,2,37,7,126,1402,3,5235,6766,34003,32680,16141,45,4054,86923
MSP,Minneapolis, MN, Minneapolis-St Paul International,March,3,Q1,2015,42064,485,541,530,4,38,11,103,1597,8,8232,9940,36657,33333,18688,156,4906,93740
ORD,Chicago, IL, Chicago O'Hare International,March,3,Q1,2015,42064,1115,1871,2238,2,148,12,757,5374,30,19961,26122,79939,132585,119587,70,15921,348102
PDX,Portland, OR, Portland International,March,3,Q1,2015,42064,238,218,83,2,12,12,15,553,15,3316,3899,11898,12336,3080,55,856,28225
PHL,Philadelphia, PA, Philadelphia International,March,3,Q1,2015,42064,343,334,559,4,27,10,262,1264,31,4446,6003,19627,24002,27257,148,3159,74193
PHX,Phoenix, AZ, Phoenix Sky Harbor International,March,3,Q1,2015,42064,696,852,694,4,43,11,105,2290,26,12102,14523,38713,45833,23985,311,4493,113335
SAN,San Diego, CA, San Diego International,March,3,Q1,2015,42064,386,441,187,0,23,12,67,1039,35,5448,6589,22163,23863,7187,3,2291,55507
SEA,Seattle, WA, Seattle/Tacoma International,March,3,Q1,2015,42064,402,532,337,1,40,11,24,1313,18,7911,9266,24774,33153,12000,52,3978,73957
SFO,San Francisco, CA, San Francisco International,March,3,Q1,2015,42064,653,825,864,0,82,11,175,2421,37,10798,13431,41702,58215,40798,17,5231,145963
SLC,Salt Lake City, UT, Salt Lake City International,March,3,Q1,2015,42064,373,461,269,0,29,10,32,1135,2,8306,9475,26833,26848,10905,0,3210,67796
TPA,Tampa, FL, Tampa International,March,3,Q1,2015,42064,494,476,313,2,26,9,86,1310,7,5452,6855,28284,32465,12618,64,2627,76058
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,April,4,Q2,2015,42095,1201,1566,1447,3,139,11,113,4356,76,26838,31383,94652,92755,59912,152,11694,259165
BOS,Boston, MA, Logan International,April,4,Q2,2015,42095,525,639,677,0,54,11,68,1895,10,8032,10005,27590,38753,29781,10,3576,99710
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,April,4,Q2,2015,42095,306,511,195,1,47,10,45,1059,9,6774,7887,17870,28404,7393,24,2683,56374
CLT,Charlotte, NC, Charlotte Douglas International,April,4,Q2,2015,42095,404,407,527,1,39,8,63,1376,14,7430,8883,22232,20809,18653,24,2335,64053
DCA,Washington, DC, Ronald Reagan Washington National,April,4,Q2,2015,42095,341,333,315,1,46,12,57,1036,8,5744,6845,17710,19309,10557,26,2614,50216
DEN,Denver, CO, Denver International,April,4,Q2,2015,42095,824,1116,995,1,87,11,154,3024,74,14220,17472,54192,73960,37869,41,4954,171016
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,April,4,Q2,2015,42095,1096,1415,2026,8,273,11,376,4816,276,16398,21866,95804,115306,94214,298,25591,331213
DTW,Detroit, MI, Detroit Metro Wayne County,April,4,Q2,2015,42095,422,524,407,1,36,12,45,1387,7,8557,9996,32085,34952,15009,31,4279,86356
EWR,Newark, NJ, Newark Liberty International,April,4,Q2,2015,42095,409,530,592,1,47,9,127,1582,17,7638,9364,23706,37275,30736,20,3376,95113
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,April,4,Q2,2015,42095,366,418,337,4,30,10,29,1156,21,5772,6978,22184,29093,13285,149,2201,66912
IAD,Washington, DC, Washington Dulles International,April,4,Q2,2015,42095,165,171,83,0,19,10,23,438,0,2494,2955,8500,11538,2997,9,1806,24850
JFK,New York, NY, John F. Kennedy International,April,4,Q2,2015,42095,402,474,1055,2,33,8,101,1967,19,6509,8596,27820,38552,76160,151,2896,145579
LAS,Las Vegas, NV, McCarran International,April,4,Q2,2015,42095,605,868,685,3,49,12,35,2211,11,9854,12111,34520,49462,25877,186,3825,113870
LAX,Los Angeles, CA, Los Angeles International,April,4,Q2,2015,42095,945,1064,1422,2,105,13,109,3537,21,13749,17416,57404,64199,49646,60,6880,178189
LGA,New York, NY, LaGuardia,April,4,Q2,2015,42095,491,498,875,1,59,12,209,1925,53,7319,9506,29582,30163,44998,8,3404,108155
MCO,Orlando, FL, Orlando International,April,4,Q2,2015,42095,609,601,515,2,33,11,44,1757,24,8655,10480,37813,39599,18879,110,2472,98873
MDW,Chicago, IL, Chicago Midway International,April,4,Q2,2015,42095,302,459,280,0,59,4,65,1101,43,6235,7444,18042,25165,11739,2,4475,59423
MIA,Miami, FL, Miami International,April,4,Q2,2015,42095,343,309,402,1,28,7,34,1084,8,5338,6464,20873,24624,14022,13,2343,61875
MSP,Minneapolis, MN, Minneapolis-St Paul International,April,4,Q2,2015,42095,440,455,592,1,41,10,38,1526,23,8426,10013,30957,26259,18586,17,4023,79842
ORD,Chicago, IL, Chicago O'Hare International,April,4,Q2,2015,42095,956,1335,1929,5,139,12,583,4364,70,20828,25845,72450,95109,125396,197,14426,307578
PDX,Portland, OR, Portland International,April,4,Q2,2015,42095,180,241,104,2,9,12,17,532,1,3325,3875,8928,14275,3895,244,391,27733
PHL,Philadelphia, PA, Philadelphia International,April,4,Q2,2015,42095,314,297,472,3,33,10,23,1120,13,4682,5838,17601,18155,19095,79,2518,57448
PHX,Phoenix, AZ, Phoenix Sky Harbor International,April,4,Q2,2015,42095,644,835,820,3,38,11,85,2341,6,11311,13743,35509,46718,24029,126,2379,108761
SAN,San Diego, CA, San Diego International,April,4,Q2,2015,42095,375,488,289,2,22,12,43,1176,6,5197,6422,20492,26391,9693,66,1594,58236
SEA,Seattle, WA, Seattle/Tacoma International,April,4,Q2,2015,42095,396,420,273,0,31,11,49,1119,6,8080,9254,23875,26181,8046,4,1955,60061
SFO,San Francisco, CA, San Francisco International,April,4,Q2,2015,42095,613,807,1000,1,73,11,124,2496,15,10380,13015,37200,53341,50222,41,3889,144693
SLC,Salt Lake City, UT, Salt Lake City International,April,4,Q2,2015,42095,333,431,247,1,33,10,52,1042,26,7725,8845,24619,24607,8365,18,2035,59644
TPA,Tampa, FL, Tampa International,April,4,Q2,2015,42095,339,362,221,1,21,9,18,943,10,5191,6162,19140,22836,8758,17,1506,52257
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,May,5,Q2,2015,42125,1314,1536,1422,5,169,11,154,4446,141,27684,32425,119902,110874,82449,148,17489,330862
BOS,Boston, MA, Logan International,May,5,Q2,2015,42125,540,654,611,2,71,11,79,1878,17,8269,10243,30455,46777,31724,120,6043,115119
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,May,5,Q2,2015,42125,382,571,232,1,47,10,65,1229,33,6852,8179,21121,36548,9779,54,2779,70281
CLT,Charlotte, NC, Charlotte Douglas International,May,5,Q2,2015,42125,360,346,393,1,36,9,57,1137,15,8017,9226,18773,21499,13102,67,3256,56697
DCA,Washington, DC, Ronald Reagan Washington National,May,5,Q2,2015,42125,385,415,447,3,59,12,85,1310,9,5544,6948,21100,27464,18662,113,3915,71254
DEN,Denver, CO, Denver International,May,5,Q2,2015,42125,906,1231,1214,5,124,11,129,3480,84,14379,18072,57723,80777,48281,205,9045,196031
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,May,5,Q2,2015,42125,1139,1704,1860,7,286,11,839,4997,230,16097,22163,108093,132272,92808,410,36920,370503
DTW,Detroit, MI, Detroit Metro Wayne County,May,5,Q2,2015,42125,487,629,416,3,49,12,52,1584,10,8803,10449,37258,43504,21638,88,4816,107304
EWR,Newark, NJ, Newark Liberty International,May,5,Q2,2015,42125,413,566,539,1,56,9,123,1573,44,7523,9263,27875,40692,39231,25,5227,113050
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,May,5,Q2,2015,42125,388,437,254,6,35,10,41,1120,3,5348,6512,21386,32618,11571,218,2562,68355
IAD,Washington, DC, Washington Dulles International,May,5,Q2,2015,42125,191,195,132,0,26,10,19,548,3,2674,3244,10854,15248,5912,0,1701,33715
JFK,New York, NY, John F. Kennedy International,May,5,Q2,2015,42125,332,386,792,1,41,8,84,1551,21,7222,8878,24663,31043,62091,26,3563,121386
LAS,Las Vegas, NV, McCarran International,May,5,Q2,2015,42125,641,1075,570,6,76,12,71,2367,9,10297,12744,34397,63893,23211,288,6494,128283
LAX,Los Angeles, CA, Los Angeles International,May,5,Q2,2015,42125,1045,1209,1253,6,141,12,108,3654,13,14203,17978,59050,76775,43589,214,11021,190649
LGA,New York, NY, LaGuardia,May,5,Q2,2015,42125,449,532,909,4,78,12,278,1970,96,7080,9424,31517,37051,73619,123,6425,148735
MCO,Orlando, FL, Orlando International,May,5,Q2,2015,42125,643,626,375,2,46,11,60,1695,10,8625,10390,40397,42755,14675,121,3386,101334
MDW,Chicago, IL, Chicago Midway International,May,5,Q2,2015,42125,351,546,292,2,100,3,88,1289,32,6182,7591,19332,34376,12346,48,10061,76163
MIA,Miami, FL, Miami International,May,5,Q2,2015,42125,374,348,436,2,44,7,28,1205,6,5101,6340,30029,25960,14411,75,4392,74867
MSP,Minneapolis, MN, Minneapolis-St Paul International,May,5,Q2,2015,42125,458,525,567,1,51,11,54,1602,10,8815,10481,35005,35990,21079,16,4126,96216
ORD,Chicago, IL, Chicago O'Hare International,May,5,Q2,2015,42125,1095,1687,1839,3,162,12,336,4789,47,21737,26909,83599,121084,85605,181,14010,304479
PDX,Portland, OR, Portland International,May,5,Q2,2015,42125,208,264,70,2,16,12,24,560,4,3575,4163,10754,15172,2905,65,1682,30578
PHL,Philadelphia, PA, Philadelphia International,May,5,Q2,2015,42125,337,325,489,2,45,10,53,1194,25,4906,6178,20107,21895,24470,42,3675,70189
PHX,Phoenix, AZ, Phoenix Sky Harbor International,May,5,Q2,2015,42125,663,853,557,7,58,11,85,2137,4,11575,13801,38505,49980,18029,263,4640,111417
SAN,San Diego, CA, San Diego International,May,5,Q2,2015,42125,412,552,249,0,49,12,62,1266,12,5255,6595,21133,29773,8589,0,3706,63201
SEA,Seattle, WA, Seattle/Tacoma International,May,5,Q2,2015,42125,431,535,329,4,42,11,36,1340,13,8952,10341,23101,29657,9911,174,3114,65957
SFO,San Francisco, CA, San Francisco International,May,5,Q2,2015,42125,636,1033,1960,3,120,11,150,3753,9,9608,13520,43919,68937,101881,122,8958,223817
SLC,Salt Lake City, UT, Salt Lake City International,May,5,Q2,2015,42125,292,391,210,1,27,9,31,921,5,7800,8757,19404,22610,7521,74,2939,52548
TPA,Tampa, FL, Tampa International,May,5,Q2,2015,42125,313,355,268,3,48,9,30,990,43,4875,5938,18137,25507,11551,157,5255,60607
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,June,6,Q2,2015,42156,1748,2300,1803,8,172,11,298,6031,197,26213,32739,148949,164521,98579,516,17265,429830
BOS,Boston, MA, Logan International,June,6,Q2,2015,42156,701,910,777,0,99,11,138,2488,7,7911,10544,41994,64214,40434,29,7864,154535
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,June,6,Q2,2015,42156,541,827,585,2,138,10,226,2094,85,6014,8419,32245,55718,30638,45,12431,131077
CLT,Charlotte, NC, Charlotte Douglas International,June,6,Q2,2015,42156,443,514,607,5,63,8,88,1632,12,7288,9020,27710,31850,23600,195,5908,89263
DCA,Washington, DC, Ronald Reagan Washington National,June,6,Q2,2015,42156,431,470,560,1,84,12,169,1547,49,4934,6699,25055,35329,33559,94,6965,101002
DEN,Denver, CO, Denver International,June,6,Q2,2015,42156,1251,1847,1468,5,204,11,236,4773,165,13510,18684,88084,137815,74727,281,18225,319132
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,June,6,Q2,2015,42156,1364,1921,1441,8,229,11,397,4961,136,17081,22575,128370,150285,69531,349,22040,370575
DTW,Detroit, MI, Detroit Metro Wayne County,June,6,Q2,2015,42156,626,772,818,1,77,12,109,2297,17,7401,9824,47971,59255,37181,20,7253,151680
EWR,Newark, NJ, Newark Liberty International,June,6,Q2,2015,42156,631,972,1113,0,105,10,359,2820,51,6379,9609,44651,72300,82987,19,10347,210304
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,June,6,Q2,2015,42156,525,550,423,9,50,10,98,1556,11,4594,6259,29409,43647,22330,229,3950,99565
IAD,Washington, DC, Washington Dulles International,June,6,Q2,2015,42156,293,319,238,0,43,10,66,893,20,2403,3382,15400,24989,12302,0,3169,55860
JFK,New York, NY, John F. Kennedy International,June,6,Q2,2015,42156,381,482,993,2,55,8,112,1912,17,6803,8844,26423,40059,75149,101,4162,145894
LAS,Las Vegas, NV, McCarran International,June,6,Q2,2015,42156,796,1329,507,6,65,12,109,2702,21,9522,12354,46457,84037,24173,281,4898,159846
LAX,Los Angeles, CA, Los Angeles International,June,6,Q2,2015,42156,1344,1696,1432,3,140,13,277,4617,16,13632,18542,84755,114692,54715,105,10341,264608
LGA,New York, NY, LaGuardia,June,6,Q2,2015,42156,589,658,1390,4,121,12,392,2762,78,5930,9162,40821,43834,97201,211,10640,192707
MCO,Orlando, FL, Orlando International,June,6,Q2,2015,42156,780,911,589,7,81,11,112,2367,107,7675,10261,50647,69870,29222,239,8134,158112
MDW,Chicago, IL, Chicago Midway International,June,6,Q2,2015,42156,477,717,504,4,167,4,216,1868,80,5822,7986,28277,44854,22187,147,13717,109182
MIA,Miami, FL, Miami International,June,6,Q2,2015,42156,452,454,408,6,42,7,51,1365,22,4727,6165,37358,35997,16827,214,4284,94680
MSP,Minneapolis, MN, Minneapolis-St Paul International,June,6,Q2,2015,42156,657,885,709,4,100,11,120,2353,17,8880,11370,49229,60535,29535,168,9475,148942
ORD,Chicago, IL, Chicago O'Hare International,June,6,Q2,2015,42156,1536,2551,3544,8,250,12,1304,7889,144,18253,27590,121806,197034,235468,341,26927,581576
PDX,Portland, OR, Portland International,June,6,Q2,2015,42156,353,429,173,1,27,12,25,988,2,3696,4711,19937,27525,8091,35,2140,57728
PHL,Philadelphia, PA, Philadelphia International,June,6,Q2,2015,42156,394,437,722,3,66,10,61,1622,43,4520,6246,25036,32153,39781,80,6220,103270
PHX,Phoenix, AZ, Phoenix Sky Harbor International,June,6,Q2,2015,42156,861,1214,542,3,73,12,139,2693,20,11017,13869,53799,73483,17884,77,5038,150281
SAN,San Diego, CA, San Diego International,June,6,Q2,2015,42156,536,636,259,2,46,12,80,1479,17,5187,6763,26194,33831,9168,55,3671,72919
SEA,Seattle, WA, Seattle/Tacoma International,June,6,Q2,2015,42156,703,717,529,5,74,11,75,2027,11,9078,11191,45175,43386,18062,156,5975,112754
SFO,San Francisco, CA, San Francisco International,June,6,Q2,2015,42156,918,1295,818,3,103,11,272,3135,18,10419,13844,59236,89562,39192,139,6503,194632
SLC,Salt Lake City, UT, Salt Lake City International,June,6,Q2,2015,42156,458,512,277,2,58,10,39,1305,18,7613,8975,32948,30428,10003,88,4106,77573
TPA,Tampa, FL, Tampa International,June,6,Q2,2015,42156,489,549,286,2,42,9,66,1371,20,4275,5732,29679,39827,14137,96,4112,87851
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,July,7,Q3,2015,42186,1420,2066,1581,7,185,10,80,5258,220,28177,33735,117880,131352,74056,199,13118,336605
BOS,Boston, MA, Logan International,July,7,Q3,2015,42186,701,969,618,3,66,10,85,2356,4,8392,10837,42718,67247,26364,108,4487,140924
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,July,7,Q3,2015,42186,551,909,513,8,82,9,48,2063,31,6603,8745,32974,56505,21668,441,5666,117254
CLT,Charlotte, NC, Charlotte Douglas International,July,7,Q3,2015,42186,462,525,539,3,48,8,60,1579,32,7699,9370,27736,32577,21489,144,3621,85567
DCA,Washington, DC, Ronald Reagan Washington National,July,7,Q3,2015,42186,438,462,464,2,52,11,102,1422,37,5331,6892,25943,28187,20821,99,4035,79085
